,det,x,noun,adj,verb,adp,.,adv,pron,prt,conj,num
gowns,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ashmolean,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sultry,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fantasia,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monologist,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sparrow-size,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sparkling,0.0,0.0,0.0,1.3750240629211012e-05,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheerful,0.0,0.0,0.0,8.250144377526606e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suitably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.483299708585519e-05,0.0,0.0,0.0,0.0
perky,0.0,0.0,0.0,2.7500481258422024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
melisande,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
congdon,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
positively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015691548980049317,0.0,0.0,0.0,0.0
knill's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tahse's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiorello,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weidman,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abbott,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bock,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harnick,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gennaro,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eckart,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pulitzer,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chorines,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evoke,0.0,0.0,0.0,0.0,4.1026202067720585e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lance,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resemblance,0.0,0.0,5.067802980712787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laguardia,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bosley,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amazed,0.0,0.0,0.0,0.0,4.786390241234068e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rudy,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distraught,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chieftain,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lipson,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shirley's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sincerity,0.0,0.0,5.067802980712787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hurrying,0.0,0.0,0.0,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charlotte,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jen,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thea,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zeme,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dora,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
verve,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
floyd,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cop,0.0,0.0,2.5339014903563934e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
promoted,0.0,0.0,0.0,0.0,6.837700344620098e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
novelties,0.0,0.0,2.956218405415792e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fugual,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poker,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
splendidly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.724949562878279e-05,0.0,0.0,0.0,0.0
tuneful,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward-heelers,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
floyd's,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penthouse,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frolic,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hackneyed,0.0,0.0,0.0,2.7500481258422024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
routines,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
choreographic,0.0,0.0,0.0,4.125072188763303e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
era's,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laguardia's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multi-lingual,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
folk-dance,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tahse,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stager,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
road-show,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obtrusiveness,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wondered,0.0,0.0,0.0,0.0,0.00015726710792626224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distraction,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hereabouts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.483299708585519e-05,0.0,0.0,0.0,0.0
loew's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pasternak,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
levin,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screenplay,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
upright,0.0,0.0,8.446338301187977e-06,2.7500481258422024e-05,0.0,0.0,0.0,6.724949562878279e-05,0.0,0.0,0.0,0.0
yalies,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
virtual,0.0,0.0,0.0,6.875120314605505e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disqualify,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
objectivity,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collegians,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
commonly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006500784577449003,0.0,0.0,0.0,0.0
vexes,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2416498542927596e-05,0.0,0.0,0.0,0.0
profess,0.0,0.0,0.0,0.0,3.418850172310049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whipping,0.0,0.0,0.0,0.0,2.0513101033860292e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hilariously,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2416498542927596e-05,0.0,0.0,0.0,0.0
impromptu,0.0,0.0,4.223169150593988e-06,2.7500481258422024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plunge,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nightclub,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mermaid,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolores,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
believable,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paula,0.0,0.0,8.024021386128578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prentiss',0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstilted,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hutton,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gorshin,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yvette,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mimieux,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
despoilers,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fracases,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biting,0.0,0.0,0.0,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
springtime,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
open-minded,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensibility,0.0,0.0,3.378535320475191e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quicksilver,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gallantry,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
editorship,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kronenberger,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hardwick,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
admirably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011208249271463797,0.0,0.0,0.0,0.0
james's,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
genius,0.0,0.0,8.868655216247377e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
felicities,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
henry's,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subtly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013449899125756557,0.0,0.0,0.0,0.0
elegantly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2416498542927596e-05,0.0,0.0,0.0,0.0
intricate,0.0,0.0,0.0,0.0001237521656628991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
castles,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trenchant,0.0,0.0,0.0,5.500096251684405e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forthright,0.0,0.0,0.0,4.125072188763303e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grown-up,0.0,0.0,0.0,4.125072188763303e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penned,0.0,0.0,0.0,0.0,2.735080137848039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unpatronizing,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
philosophic,0.0,0.0,0.0,0.0001375024062921101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magnanimity,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whitehead's,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adorable,0.0,0.0,0.0,4.125072188763303e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speaks,0.0,0.0,0.0,0.0,0.00010940320551392156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aridity,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
passionate,0.0,0.0,0.0,0.00016500288755053212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
differing,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opprobrium,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
well-meaning,0.0,0.0,0.0,4.125072188763303e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simpler,0.0,0.0,0.0,0.0002337540906965872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colleague,0.0,0.0,3.80085223553459e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
josiah,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
royce,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
differed,0.0,0.0,0.0,0.0,8.205240413544117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003531696980399082,0.0,0.0,0.0
importantly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017933198834342077,0.0,0.0,0.0,0.0
santayana,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
santayana's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reject,0.0,0.0,0.0,0.0,6.837700344620098e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
platonism,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squealed,0.0,0.0,0.0,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imperturbable,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fronting,0.0,0.0,0.0,0.0,2.0513101033860292e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
universe,0.0,0.0,0.0002829523330897972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diverse,0.0,0.0,0.0,0.00017875312817974313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
belaboring,0.0,0.0,4.223169150593988e-06,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jocular,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seriousness,0.0,0.0,3.378535320475191e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hint,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prophet,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polemics,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recriminations,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polemic,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
singly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013449899125756557,0.0,0.0,0.0,0.0
impersonally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2416498542927596e-05,0.0,0.0,0.0,0.0
truer,0.0,0.0,0.0,2.7500481258422024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
displace,0.0,0.0,0.0,0.0,2.0513101033860292e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thurber,0.0,0.0,2.5339014903563934e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numbering,0.0,0.0,4.223169150593988e-06,0.0,3.418850172310049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schoolboy,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primitive-eclogue,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graffiti,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scratched,0.0,0.0,0.0,0.0,3.418850172310049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cave,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yorker,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comprises,0.0,0.0,0.0,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unstrung,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
necklace,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thread,0.0,0.0,3.378535320475191e-05,0.0,1.3675400689240195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cunningly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.483299708585519e-05,0.0,0.0,0.0,0.0
inserted,0.0,0.0,0.0,0.0,0.00010256550516930146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unifying,0.0,0.0,0.0,0.0,2.735080137848039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sadly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022416498542927594,0.0,0.0,0.0,0.0
word-games,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insomniacs,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hospitalized,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p's,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palindromes,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paraphrases,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parodies,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trivia,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arbitrary,0.0,0.0,0.0,0.00028875505321343124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alphabetical,0.0,0.0,0.0,5.500096251684405e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slumber,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vistas,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hairshirt,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asceticism,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scholarly,0.0,0.0,0.0,0.0001100019250336881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monographs,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
countrymen,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ear-muffs,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vocabularianism,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thurber's,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curative,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potions,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaphor,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malapropism,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gobbledygook,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paean,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
herald,0.0,0.0,4.223169150593989e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exaggerating,0.0,0.0,0.0,0.0,2.0513101033860292e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ballyhooey,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kooks,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crumble,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amusingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.483299708585519e-05,0.0,0.0,0.0,0.0
sneaky,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
announcers,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
homogenize,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radio-tv,0.0,0.0,1.2669507451781967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
veritable,0.0,0.0,0.0,4.125072188763303e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waking,0.0,0.0,0.0,0.0,4.1026202067720585e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semi-serious,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noteworthy,0.0,0.0,0.0,9.625168440447707e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keenly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.724949562878279e-05,0.0,0.0,0.0,0.0
little-known,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wister,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
virginian,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gazer,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superimposed,0.0,0.0,0.0,0.0,4.1026202067720585e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shadings,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mildly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013449899125756557,0.0,0.0,0.0,0.0
epigrammatic,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utterance,0.0,0.0,2.1115845752969944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quotation,0.0,0.0,1.6892676602375954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glean,0.0,0.0,0.0,0.0,6.837700344620098e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nectareous,0.0,0.0,0.0,1.3750240629211012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
essences,0.0,0.0,8.446338301187977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bang-sashes,0.0,0.0,4.223169150593988e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
